node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,leaf
atha1245,atha1246,atha1247,cent2371,tana1299,tana1298,uppe1472,,,,,,,,,,,,,,,,,tana1290
aust1307,mala1545,basa1291,grea1283,sama1302,,,,,,,,,,,,,,,,,,,inab1237
iroq1247,nort2947,,,,,,,,,,,,,,,,,,,,,,wyan1247
maya1287,core1254,west2865,chol1286,chol1287,chol1281,,,,,,,,,,,,,,,,,,chol1282
aust1307,mala1545,sang1335,nort3174,nort2871,,,,,,,,,,,,,,,,,,,sang1336
sino1245,hima1249,maha1306,kham1285,chep1244,,,,,,,,,,,,,,,,,,,bujh1238
indo1319,clas1257,indo1320,indo1321,midd1375,sinh1245,,,,,,,,,,,,,,,,,,dhiv1236
west1493,sege1236,,,,,,,,,,,,,,,,,,,,,,moii1235
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1250,ngom1276,abab1240,oldb1234,midd1348,,,,,,,,,lika1243
,,,,,,,,,,,,,,,,,,,,,,,tuni1252
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,rufi1235,ruvu1234,yaoi1234,,,,,,,,,,,,,,mwer1248
indo1319,clas1257,germ1287,nort3152,nort3160,west2805,,,,,,,,,,,,,,,,,,norw1258
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,indo1325,mara1416,mara1422,,,,,,,,,,,,,,,goan1235
mong1349,mong1329,sout2705,shir1260,baoa1237,,,,,,,,,,,,,,,,,,,dong1285
afro1255,semi1276,west2786,ethi1244,sout3078,amha1244,,,,,,,,,,,,,,,,,,argo1244
mata1289,mata1291,wich1261,,,,,,,,,,,,,,,,,,,,,wich1263
nucl1709,cent2116,asma1256,,,,,,,,,,,,,,,,,,,,,kamo1255
dogo1299,plai1257,,,,,,,,,,,,,,,,,,,,,,jams1239
khoe1240,khoe1241,khoe1242,nort3245,,,,,,,,,,,,,,,,,,,,nama1264
sout2845,,,,,,,,,,,,,,,,,,,,,,,dime1235
sino1245,burm1265,naqi1236,naic1235,,,,,,,,,,,,,,,,,,,,namu1246
ural1272,saam1281,west2390,cent2240,,,,,,,,,,,,,,,,,,,,nort2671
aust1307,mala1545,east2712,ocea1241,admi1239,east2459,manu1262,east2460,koro1314,,,,,,,,,,,,,,,lele1270
mirn1241,guda1245,,,,,,,,,,,,,,,,,,,,,,wamb1258
sino1245,burm1265,lolo1265,burm1266,nort2720,maru1254,,,,,,,,,,,,,,,,,,pela1242
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,stan1327,indo1316,,,,,,,,,,,,,,,,acro1241
aust1307,mala1545,east2712,ocea1241,temo1244,utup1237,,,,,,,,,,,,,,,,,,tean1237
afro1255,semi1276,west2786,ethi1244,sout3078,hara1270,silt1239,,,,,,,,,,,,,,,,,wola1253
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,huon1245,sout2878,hote1244,,,,,,,,,,,,,,,hote1245
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,liko1251,,,,,,,,,,,,,,dibo1245
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,core1259,nort2987,,,,,,,,,,,,,,,,choa1237
aust1307,mala1545,bima1248,flor1240,flor1241,mang1430,mang1436,,,,,,,,,,,,,,,,,mang1405
atla1278,volt1241,benu1247,bant1294,sout3152,wide1239,narr1282,mbam1249,sout3350,bami1239,east2862,,,,,,,,,,,,,fefe1239
atla1278,volt1241,nort3149,came1255,mbum1257,cent2020,kara1477,,,,,,,,,,,,,,,,,nzak1246
nilo1247,east2418,teso1247,teso1248,turk1307,,,,,,,,,,,,,,,,,,,turk1308
tupi1275,mawe1252,awet1245,,,,,,,,,,,,,,,,,,,,,awet1244
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,west2968,nzad1235,lwer1234,ding1244,loan1238,klce1234,kiko1235,nucl1804,kiko1234,kamb1321,kila1239,sout3249,west2874,vili1240,lumb1251,lumb1252,lumb1249
gong1255,omet1238,east2423,,,,,,,,,,,,,,,,,,,,,koor1239
otom1299,west2783,otop1241,otop1242,matl1258,,,,,,,,,,,,,,,,,,,atzi1235
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,mada1284,,,,,,,,,,,,,,,,mada1285
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,nort3235,,,,,,,,,,,,,,nuku1260
monu1249,,,,,,,,,,,,,,,,,,,,,,,nucl1458
afro1255,semi1276,west2786,cent2236,nort3165,aram1259,impe1236,midd1367,west2815,,,,,,,,,,,,,,,west2763
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,meng1266,,,,,,,,,,,,,,,lote1237
aust1307,mala1545,moke1241,,,,,,,,,,,,,,,,,,,,,moke1242
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,choi1242,east2760,sout3208,,,,,,,,,,,,baba1268
song1307,east2431,,,,,,,,,,,,,,,,,,,,,,humb1243
indo1319,clas1257,indo1320,indo1321,midd1375,sinh1245,sinh1247,,,,,,,,,,,,,,,,,sinh1246
cent2225,lend1246,bale1255,,,,,,,,,,,,,,,,,,,,,lend1245
more1255,more1256,namb1292,,,,,,,,,,,,,,,,,,,,,nenn1238
nucl1710,maxa1249,maxa1246,west2636,,,,,,,,,,,,,,,,,,,,maxa1247
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,basa1292,basa1283,abob1234,,,,,,,,,,,,,,bank1256
aust1307,mala1545,mala1536,nort3170,cham1327,cham1330,high1280,rade1241,,,,,,,,,,,,,,,,rade1240
indo1319,clas1257,indo1320,iran1269,,,,,,,,,,,,,,,,,,,,aves1237
sout1516,east1439,kemb1251,,,,,,,,,,,,,,,,,,,,,kemb1235
cent2225,memb1239,mang1425,lese1245,,,,,,,,,,,,,,,,,,,,lese1243
sino1245,khob1235,meyi1234,sher1256,,,,,,,,,,,,,,,,,,,,sher1257
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,biha1245,thar1284,,,,,,,,,,,,,,rana1246
nucl1709,cent2120,simb1258,nucl1617,goli1246,,,,,,,,,,,,,,,,,,,goli1247
nucl1709,dani1287,cent2233,,,,,,,,,,,,,,,,,,,,,west2594
sino1245,sini1245,clas1255,midd1354,nort3155,mand1471,,,,,,,,,,,,,,,,,,daoh1239
drav1251,sout3133,sout3139,kond1294,mand1411,mand1412,,,,,,,,,,,,,,,,,,peng1244
sino1245,hima1249,maha1306,kham1285,maga1261,,,,,,,,,,,,,,,,,,,west2418
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,east2750,nyan1318,nort3227,,,,,,,,,,,,suba1238
jiva1245,,,,,,,,,,,,,,,,,,,,,,,agua1253
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,nort3209,coas1317,saba1282,swah1254,momb1256,,,,,,,,,,,cong1236
afro1255,cush1243,east2699,lowl1267,sout3055,main1283,omot1245,west2723,,,,,,,,,,,,,,,,daas1238
atha1245,atha1246,atha1247,cent2370,carr1250,,,,,,,,,,,,,,,,,,,babi1235
,,,,,,,,,,,,,,,,,,,,,,,fasu1242
taik1256,kamt1241,daic1238,daic1237,cent2251,wenm1239,sapa1255,sout3184,sout2743,,,,,,,,,,,,,,,ahom1240
araw1281,japu1236,nucl1764,nort3362,ware1256,,,,,,,,,,,,,,,,,,,ware1255
nort2923,nort2924,main1282,kaor1242,pagu1251,,,,,,,,,,,,,,,,,,,pagu1249
gumu1250,,,,,,,,,,,,,,,,,,,,,,,gumu1244
chap1271,more1263,more1264,nucl1662,,,,,,,,,,,,,,,,,,,,iten1243
drav1251,cent2227,parj1243,,,,,,,,,,,,,,,,,,,,,duru1236
sino1245,macr1268,tani1259,prew1234,west2797,suba1255,,,,,,,,,,,,,,,,,,nyis1236
tama1329,,,,,,,,,,,,,,,,,,,,,,,mara1396
atla1278,volt1241,unun9902,adam1254,,,,,,,,,,,,,,,,,,,,sout2782
khoe1240,khoe1241,khoe1242,nort3245,,,,,,,,,,,,,,,,,,,,haio1238
aust1307,mala1545,east2712,sout3229,raja1255,sout3231,east2439,,,,,,,,,,,,,,,,,east2440
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,core1259,cent2146,sout3003,mixt1428,,,,,,,,,,,,,,mixt1426
buna1274,,,,,,,,,,,,,,,,,,,,,,,goon1238
sino1245,kuki1245,kuki1246,oldk1252,moyo1240,,,,,,,,,,,,,,,,,,,moyo1238
,,,,,,,,,,,,,,,,,,,,,,,aika1237
east2433,,,,,,,,,,,,,,,,,,,,,,,kona1242
misu1242,suma1272,sumu1234,,,,,,,,,,,,,,,,,,,,,ulwa1239
nucl1709,mada1298,croi1234,,,,,,,,,,,,,,,,,,,,,barg1252
aust1305,moni1258,,,,,,,,,,,,,,,,,,,,,,oldm1242
afro1255,cush1243,east2699,high1285,sida1247,hadi1241,kamb1318,,,,,,,,,,,,,,,,,alab1254
nada1235,east2549,hupy1235,,,,,,,,,,,,,,,,,,,,,yuhu1238
huav1256,sand1283,,,,,,,,,,,,,,,,,,,,,,sand1278
turk1311,comm1245,,,,,,,,,,,,,,,,,,,,,,turk1303
atla1278,volt1241,benu1247,benu1248,benu1249,sout3163,nucl1795,kata1275,,,,,,,,,,,,,,,,jjuu1238
atla1278,volt1241,benu1247,bant1294,nort3168,,,,,,,,,,,,,,,,,,,tika1246
aust1307,mala1545,nort3238,meso1254,sout3211,cent2296,kali1310,kali1311,nort3226,nort3231,,,,,,,,,,,,,,bana1288
,,,,,,,,,,,,,,,,,,,,,,,cofa1242
tupi1275,mawe1252,,,,,,,,,,,,,,,,,,,,,,sate1243
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1252,ngir1254,libi1251,libi1252,,,,,,,,,,lito1235
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,mala1542,nort2833,nort3284,,,,,,,,,,,,,,lauu1247
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,maku1247,maku1279,,,,,,,,,,,,,,,makh1264
nucl1710,maxa1249,,,,,,,,,,,,,,,,,,,,,,kren1239
indo1319,clas1257,germ1287,nort3152,nort3160,nort3266,east2780,east2781,,,,,,,,,,,,,,,,swed1254
afro1255,chad1250,west2785,west2714,west2799,west2715,bole1261,nucl1735,gera1247,gera1248,,,,,,,,,,,,,,geru1240
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,sout2874,araw1269,bebe1254,,,,,,,,,,,,,mang1403
atla1278,volt1241,kwav1236,kato1245,kpos1239,,,,,,,,,,,,,,,,,,,tuwu1238
atla1278,nort3146,jaad1234,,,,,,,,,,,,,,,,,,,,,biaf1240
aust1307,mala1545,east2712,sout3229,cend1238,biak1249,,,,,,,,,,,,,,,,,,dusn1237
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,rufi1235,ruvu1234,mako1254,,,,,,,,,,,,,,mako1251
namb1299,namb1300,,,,,,,,,,,,,,,,,,,,,,sout2994
aust1305,khas1273,pala1352,east2331,khao1243,,,,,,,,,,,,,,,,,,,bitt1240
sino1245,kuki1245,kuki1246,peri1260,sout3160,choi1241,daai1235,,,,,,,,,,,,,,,,,munc1235
,,,,,,,,,,,,,,,,,,,,,,,urar1246
afro1255,cush1243,east2699,lowl1267,saho1245,,,,,,,,,,,,,,,,,,,afar1241
aust1305,bahn1264,west2399,nucl1299,,,,,,,,,,,,,,,,,,,,nyah1249
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,maku1247,,,,,,,,,,,,,,,,koti1238
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,tami1294,irul1245,irul1243,nort3279,sout3259,,,,,,,,,,,,,mele1247
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,sout2874,,,,,,,,,,,,,,,amar1272
bain1263,,,,,,,,,,,,,,,,,,,,,,,mali1284
aust1305,bahn1264,nort3150,jehh1244,jehh1246,,,,,,,,,,,,,,,,,,,hala1252
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,grea1291,luyi1234,saam1284,nort3404,,,,,,,,,,,buku1249
pama1250,ngar1290,,,,,,,,,,,,,,,,,,,,,,yany1243
atla1278,nort3146,peul1234,fula1264,,,,,,,,,,,,,,,,,,,,pula1263
,,,,,,,,,,,,,,,,,,,,,,,touo1238
toto1251,toto1252,cent1397,nort3265,neca1234,,,,,,,,,,,,,,,,,,,uppe1275
atla1278,volt1241,nort3149,came1255,uban1244,zand1246,zand1247,,,,,,,,,,,,,,,,,geme1244
atla1278,volt1241,nort3149,came1255,uban1244,band1341,nucl1797,cent2021,cent2022,mids1242,,,,,,,,,,,,,,mids1243
drav1251,sout3133,sout3139,gond1265,nort3258,sout3367,muri1262,,,,,,,,,,,,,,,,,west2408
aust1305,bahn1264,nort3150,hres1236,hres1237,,,,,,,,,,,,,,,,,,,reng1252
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,nort3209,ruvu1235,west2846,seut1234,bond1249,,,,,,,,,,,sham1280
nilo1247,sout2830,kale1246,cent2293,,,,,,,,,,,,,,,,,,,,kips1239
indo1319,clas1257,indo1320,indo1321,,,,,,,,,,,,,,,,,,,,sans1269
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,grea1287,east2747,,,,,,,,,,,,,,,luya1241
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,core1259,cent2146,west2947,exte1234,,,,,,,,,,,,,,ocot1244
atla1278,volt1241,nort3149,came1255,uban1244,zand1246,zand1247,,,,,,,,,,,,,,,,,nzak1247
otom1299,west2783,tlap1252,subt1249,meph1234,nort3350,,,,,,,,,,,,,,,,,,mali1285
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,bwai1241,,,,,,,,,,,,,,,kolu1245
afro1255,chad1250,bium1280,nort3156,lama1287,,,,,,,,,,,,,,,,,,,hdii1240
yano1268,nina1239,,,,,,,,,,,,,,,,,,,,,,nina1238
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,leva1239,,,,,,,,,,,,,,,,,cypr1248
nucl1709,mada1298,kala1403,kala1404,,,,,,,,,,,,,,,,,,,,kobo1249
indo1319,clas1257,germ1287,east2805,,,,,,,,,,,,,,,,,,,,goth1244
pomo1273,russ1265,russ1266,sout2983,,,,,,,,,,,,,,,,,,,,kash1280
mand1469,west2780,samo1308,soni1257,soni1258,,,,,,,,,,,,,,,,,,,soni1259
aust1307,mala1545,timo1265,rote1234,east2858,cent2375,,,,,,,,,,,,,,,,,,term1237
ural1272,finn1317,coas1319,neva1234,cent2329,,,,,,,,,,,,,,,,,,,esto1258
maya1287,core1254,west2865,chol1286,chol1287,chol1281,,,,,,,,,,,,,,,,,,taba1266
mail1249,,,,,,,,,,,,,,,,,,,,,,,mail1248
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,main1286,sout3313,mids1246,tiri1258,,,,,,,,,,,,,,tiri1261
turk1311,comm1245,kipc1239,nort2696,,,,,,,,,,,,,,,,,,,,bash1264
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,east2758,,,,,,,,,,,,,,,wall1257
maba1274,maba1275,maba1276,nucl1441,,,,,,,,,,,,,,,,,,,,maba1277
indo1319,clas1257,germ1287,nort3152,west2793,high1289,high1286,midd1349,mode1258,alem1243,nort3310,,,,,,,,,,,,,swab1242
algi1248,algo1256,algo1257,east2700,mari1452,sout3237,,,,,,,,,,,,,,,,,,loup1243
sino1245,burm1265,naqi1236,qian1263,muya1239,,,,,,,,,,,,,,,,,,,west2417
atla1278,volt1241,benu1247,bant1294,sout3152,bend1256,,,,,,,,,,,,,,,,,,bekw1241
aust1307,mala1545,nort3238,meso1254,sout3211,sout2907,west2550,nucl1542,kall1244,,,,,,,,,,,,,,,kele1259
utoa1244,nort2953,cali1246,cupa1239,,,,,,,,,,,,,,,,,,,,luis1253
ural1272,mari1278,,,,,,,,,,,,,,,,,,,,,,west2392
araw1281,sout3131,puru1269,cham1317,,,,,,,,,,,,,,,,,,,,cham1318
aust1307,mala1545,grea1284,cent2246,bisa1268,west2820,kina1255,,,,,,,,,,,,,,,,,kina1250
waka1280,sout2981,,,,,,,,,,,,,,,,,,,,,,nuuc1236
aust1307,mala1545,grea1284,cent2246,bisa1268,,,,,,,,,,,,,,,,,,,cebu1242
,,,,,,,,,,,,,,,,,,,,,,,kuot1243
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,patp1244,mini1257,,,,,,,,,,,,,,kuan1248
araw1281,cari1281,anti1247,iner1234,isla1279,,,,,,,,,,,,,,,,,,,gari1256
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,egyp1251,,,,,,,,,,,,,,,,,east2690
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,biha1245,thar1284,east2316,,,,,,,,,,,,,chit1274
sino1245,burm1265,naqi1236,qian1263,rgya1241,west2973,,,,,,,,,,,,,,,,,,guan1266
afro1255,chad1250,west2785,west2790,west2712,nucl1830,west2998,,,,,,,,,,,,,,,,,paaa1242
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,cent2274,east2901,nort3413,nith1234,,,,,,,,,,,,meru1245
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,lund1274,leko1248,ngoe1239,bafa1251,bafa1252,,,,,,,,,,,,orok1266
indo1319,anat1257,luvo1234,luvo1235,luvi1234,luvi1235,,,,,,,,,,,,,,,,,,hier1240
nucl1709,enga1254,kewa1249,anga1291,anga1313,kewa1250,,,,,,,,,,,,,,,,,,west2599
koia1260,bara1376,,,,,,,,,,,,,,,,,,,,,,esee1247
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,grea1288,ndas1239,ndas1240,,,,,,,,,,,,,,ndas1238
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,,,,,,,,,,,,,,sika1261
atla1278,volt1241,nort3149,came1255,uban1244,ngba1292,east2391,,,,,,,,,,,,,,,,,mund1326
atla1278,volt1241,nort3149,gura1261,cent2243,nort2777,bwam1248,otiv1239,nucl1743,gurm1247,west2461,nucl1748,sout3205,mamp1246,,,,,,,,,,dagb1246
maoo1243,west2445,hozo1235,,,,,,,,,,,,,,,,,,,,,hozo1236
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,neha1246,nucl1750,buka1262,hali1243,,,,,,,,,,,hali1244
kere1287,,,,,,,,,,,,,,,,,,,,,,,west2632
aust1305,khas1273,pala1352,east2331,waic1245,bula1260,,,,,,,,,,,,,,,,,,blan1242
aust1307,mala1545,cele1242,kail1255,nort2898,kail1254,kula1284,,,,,,,,,,,,,,,,,moma1242
indo1319,clas1257,germ1287,nort3152,west2793,high1289,high1286,midd1349,mode1258,uppe1464,glob1243,,,,,,,,,,,,,stan1295
sino1245,burm1265,naqi1236,qian1263,rgya1241,core1262,jiar1240,,,,,,,,,,,,,,,,,japh1234
nucl1709,mada1298,kala1403,sout3148,soge1235,apal1258,grea1297,atan1241,,,,,,,,,,,,,,,,nend1239
sino1245,hima1249,maha1306,kira1253,west2424,uppe1413,,,,,,,,,,,,,,,,,,khal1275
cari1283,vene1261,pemo1246,,,,,,,,,,,,,,,,,,,,,enap1235
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,luba1253,luba1254,kaon1242,,,,,,,,,,,,,,kaon1241
aust1307,mala1545,east2712,ocea1241,nort3195,nort3205,amba1270,,,,,,,,,,,,,,,,,east2443
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,apab1234,guja1255,raja1256,mewa1254,,,,,,,,,,,,,marw1260
atla1278,volt1241,benu1247,benu1248,alum1249,jili1242,jili1243,,,,,,,,,,,,,,,,,liji1238
indo1319,clas1257,alba1267,alba1268,sout3378,,,,,,,,,,,,,,,,,,,arva1236
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,belr1234,bell1262,nucl1510,,,,,,,,,,,,,taki1248
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,lund1274,leko1248,ngoe1239,bafa1251,kpwe1234,,,,,,,,,,,,mokp1239
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,,,,,,,,,,,,,,,,,saaa1240
kwer1242,kwer1240,kwer1262,,,,,,,,,,,,,,,,,,,,,nucl1595
aust1307,mala1545,mala1536,nort3170,cham1327,,,,,,,,,,,,,,,,,,,achi1257
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,peri1258,cent2070,sina1272,,,,,,,,,,,,,,,sina1266
afro1255,berb1260,,,,,,,,,,,,,,,,,,,,,,ghad1239
aust1307,atay1246,,,,,,,,,,,,,,,,,,,,,,atay1247
nucl1709,bina1276,bina1279,nucl1603,sout2934,coas1297,gaen1235,,,,,,,,,,,,,,,,,kora1294
aust1305,khas1273,pala1352,west2791,rian1260,,,,,,,,,,,,,,,,,,,yinc1238
atla1278,mela1257,bull1245,bull1246,,,,,,,,,,,,,,,,,,,,sher1258
aust1307,mala1545,nort3238,meso1254,sout3211,sout2907,west2550,nucl1542,kall1244,,,,,,,,,,,,,,,ahin1234
sino1245,burm1265,lolo1265,lolo1267,laho1234,,,,,,,,,,,,,,,,,,,lahu1253
mani1293,,,,,,,,,,,,,,,,,,,,,,,djee1236
taik1256,kada1291,sout3143,west2798,gela1265,sout2749,,,,,,,,,,,,,,,,,,whit1267
worr1236,west2435,,,,,,,,,,,,,,,,,,,,,,umii1235
afro1255,cush1243,cent2193,nort3158,,,,,,,,,,,,,,,,,,,,qima1242
afro1255,cush1243,sout3054,west2720,nort3164,,,,,,,,,,,,,,,,,,,alag1248
pama1250,dese1234,ngum1251,ngum1256,guri1250,ngum1257,ngar1235,,,,,,,,,,,,,,,,,bili1250
afro1255,cush1243,east2699,lowl1267,sout3055,tran1283,,,,,,,,,,,,,,,,,,yaak1241
sino1245,hima1249,maha1306,kira1253,west2424,,,,,,,,,,,,,,,,,,,thul1246
sino1245,macr1268,tani1259,prew1234,west2797,suba1255,,,,,,,,,,,,,,,,,,galo1242
utoa1244,sout3136,cora1261,azte1234,west2809,cent2258,tlax1234,,,,,,,,,,,,,,,,,zaca1241
,,,,,,,,,,,,,,,,,,,,,,,wadj1254
utoa1244,nort2953,cali1246,serr1254,,,,,,,,,,,,,,,,,,,,serr1255
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,scho1242,siau1243,siss1244,alit1234,,,,,,,,,,,,,,tuml1238
jiva1245,shua1256,,,,,,,,,,,,,,,,,,,,,,shua1257
cent2225,sara1341,sbbo1237,nucl1719,ferg1237,,,,,,,,,,,,,,,,,,,kara1482
ural1272,finn1317,coas1319,,,,,,,,,,,,,,,,,,,,,livv1244
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,west2968,nzad1235,lwer1234,ding1244,loan1238,kwil1238,kasa1251,moye1234,inte1264,west2969,nort3377,mber1262,,,,,teke1275
afro1255,chad1250,west2785,west2714,west2799,west2715,bole1261,unun9876,,,,,,,,,,,,,,,,nyam1285
aust1305,viet1250,cuoi1242,,,,,,,,,,,,,,,,,,,,,hung1275
gong1255,,,,,,,,,,,,,,,,,,,,,,,benc1235
,,,,,,,,,,,,,,,,,,,,,,,wash1253
nyul1248,east2381,nyik1244,,,,,,,,,,,,,,,,,,,,,nyig1240
narr1279,bura1298,ngil1241,,,,,,,,,,,,,,,,,,,,,dagi1241
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,mala1542,sout3198,,,,,,,,,,,,,,,area1240
aust1307,mala1545,sout2923,bugi1243,bugi1245,,,,,,,,,,,,,,,,,,,bugi1244
nakh1245,dagh1238,darg1242,,,,,,,,,,,,,,,,,,,,,darg1241
aust1307,mala1545,nort3253,kaya1335,kaya1336,kaya1333,,,,,,,,,,,,,,,,,,bara1370
aust1307,mala1545,mala1536,nort3170,cham1327,cham1330,coas1305,,,,,,,,,,,,,,,,,haro1237
aust1307,mala1545,sout2923,maka1310,nucl1727,,,,,,,,,,,,,,,,,,,maka1311
aust1307,mala1545,timo1265,weta1246,weta1245,pera1258,,,,,,,,,,,,,,,,,,tugu1245
maid1262,,,,,,,,,,,,,,,,,,,,,,,nort2951
kera1258,mong1343,,,,,,,,,,,,,,,,,,,,,,yaul1241
atla1278,volt1241,nort3149,came1255,mbum1257,nort2773,tupu1245,,,,,,,,,,,,,,,,,mamb1294
araw1281,cent2226,pare1273,,,,,,,,,,,,,,,,,,,,,enaw1238
xinc1237,xinc1244,,,,,,,,,,,,,,,,,,,,,,xinc1242
aust1307,mala1545,cele1242,grea1299,tomi1242,sout2925,,,,,,,,,,,,,,,,,,pend1242
drav1251,sout3133,sout3139,telu1265,,,,,,,,,,,,,,,,,,,,chen1255
pama1250,pama1251,maya1279,nucl1332,,,,,,,,,,,,,,,,,,,,mayk1239
aust1307,mala1545,nort3253,saba1285,sout3154,grea1293,dusu1277,kada1292,cent2100,,,,,,,,,,,,,,,temp1235
nucl1709,mada1298,croi1234,grea1298,nort3379,kumi1250,kumi1249,,,,,,,,,,,,,,,,,mauw1238
nucl1709,dani1287,,,,,,,,,,,,,,,,,,,,,,ngge1241
afro1255,chad1250,bium1280,sout3145,bium1274,daba1262,,,,,,,,,,,,,,,,,,maza1304
west2604,,,,,,,,,,,,,,,,,,,,,,,kara1499
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,east2449,east2895,fare1245,,,,,,,,,,rapa1244
,,,,,,,,,,,,,,,,,,,,,,,kari1254
aust1307,mala1545,cele1242,kail1255,wotu1239,isla1281,woli1240,,,,,,,,,,,,,,,,,woli1241
kolo1268,kima1245,,,,,,,,,,,,,,,,,,,,,,kima1246
aust1307,mala1545,basa1291,grea1283,sama1302,sulu1242,inne1244,,,,,,,,,,,,,,,,,sout2918
aust1307,mala1545,east2712,ocea1241,cent2060,west2518,west2519,,,,,,,,,,,,,,,,,waya1268
sino1245,dhim1245,,,,,,,,,,,,,,,,,,,,,,toto1302
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,west2841,ruta1242,nort3228,nkor1240,nkor1241,,,,,,,,,,nyan1307
chuk1271,chuk1272,kory1247,,,,,,,,,,,,,,,,,,,,,alut1245
kuni1270,weri1254,,,,,,,,,,,,,,,,,,,,,,weri1253
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,scho1242,kair1261,mana1294,bamm1241,mana1301,,,,,,,,,,,,,mana1295
,,,,,,,,,,,,,,,,,,,,,,,niha1238
nort2923,nort2924,main1282,tobe1251,,,,,,,,,,,,,,,,,,,,tobe1252
aust1307,mala1545,nunu1252,thre1238,amal1243,nort3221,,,,,,,,,,,,,,,,,,loun1239
left1242,nucl1244,,,,,,,,,,,,,,,,,,,,,,amap1240
turk1311,comm1245,cent2326,sout2693,yeni1256,yeni1251,,,,,,,,,,,,,,,,,,shor1247
sali1255,coas1325,tsam1241,inla1265,,,,,,,,,,,,,,,,,,,,cowl1242
aust1307,mala1545,grea1284,mano1276,cent2255,east2778,east2742,east2478,,,,,,,,,,,,,,,,agus1235
abkh1242,,,,,,,,,,,,,,,,,,,,,,,ubyk1235
,,,,,,,,,,,,,,,,,,,,,,,maib1239
