node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,leaf
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,will1243,naka1266,,,,,,,,,,,,,,,,naka1262
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,tung1294,,,,,,,,,,,,,,,,tung1290
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,,,,,,,,,,,,,,,,surs1246
afro1255,cush1243,east2699,lowl1267,sout3055,main1283,nucl1701,nucl1736,cent2302,cent2303,,,,,,,,,,,,,,orma1241
sino1245,burm1265,lolo1265,burm1266,nort2720,maru1254,,,,,,,,,,,,,,,,,,maru1249
atha1245,atha1246,atha1247,,,,,,,,,,,,,,,,,,,,,sars1236
,,,,,,,,,,,,,,,,,,,,,,,taus1253
afro1255,cush1243,sout3054,west2720,,,,,,,,,,,,,,,,,,,,buru1320
atla1278,volt1241,nort3149,came1255,uban1244,zand1246,bara1360,,,,,,,,,,,,,,,,,pamb1243
,,,,,,,,,,,,,,,,,,,,,,,siam1242
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,peri1258,cent2070,west2850,,,,,,,,,,,,,,,motu1246
indo1319,clas1257,indo1320,iran1269,cent2317,cent2318,nort3177,,,,,,,,,,,,,,,,,semn1249
aust1307,mala1545,nort3253,nort3171,bera1263,cent2094,cent2273,,,,,,,,,,,,,,,,,naro1251
atla1278,volt1241,benu1247,bant1294,sout3152,wide1239,narr1282,ring1243,cent2385,west2835,aghe1240,aghe1241,,,,,,,,,,,,aghe1239
mirn1241,,,,,,,,,,,,,,,,,,,,,,,djin1251
dizo1235,,,,,,,,,,,,,,,,,,,,,,,nayi1243
gong1255,omet1238,nort3161,cent2046,dawr1235,,,,,,,,,,,,,,,,,,,gamo1243
pama1250,dese1234,,,,,,,,,,,,,,,,,,,,,,waru1265
aust1305,bahn1264,nort3150,jehh1244,jehh1246,,,,,,,,,,,,,,,,,,,jehh1245
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,bhil1254,,,,,,,,,,,,,,,,vaag1238
aust1307,mala1545,nort3253,saba1285,nort3172,,,,,,,,,,,,,,,,,,,idaa1241
indo1319,clas1257,indo1320,iran1269,cent2317,cent2318,nort3177,balo1260,sout3242,,,,,,,,,,,,,,,west2368
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,,,,,,,,,,,,,,,,,,long1395
indo1319,clas1257,alba1267,,,,,,,,,,,,,,,,,,,,,gheg1238
pama1250,dese1234,wati1241,pint1254,nucl1724,wang1300,tjar1234,,,,,,,,,,,,,,,,,yank1247
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,maka1327,maka1323,west2967,mvum1239,kwas1245,,,,,,,,,,,,gyel1242
afro1255,chad1250,west2785,west2790,west2800,sout3162,sout3170,zaks1240,,,,,,,,,,,,,,,,saya1246
hmon1336,hmon1337,nucl1714,nucl1720,nort2748,,,,,,,,,,,,,,,,,,,west2430
mand1469,west2780,samo1308,soni1257,soni1258,,,,,,,,,,,,,,,,,,,sini1242
aust1307,mala1545,east2712,ocea1241,micr1243,kosr1239,,,,,,,,,,,,,,,,,,naur1243
nucl1710,,,,,,,,,,,,,,,,,,,,,,,rikb1245
aust1307,,,,,,,,,,,,,,,,,,,,,,,puyu1239
drav1251,sout3133,sout3138,tami1291,tami1292,,,,,,,,,,,,,,,,,,,kota1263
aust1305,khas1273,pala1352,west2791,pala1336,,,,,,,,,,,,,,,,,,,ruch1235
nada1235,east2549,hupy1235,,,,,,,,,,,,,,,,,,,,,hupd1244
utoa1244,sout3136,cora1261,azte1234,east2720,isth1246,isth1245,,,,,,,,,,,,,,,,,isth1240
aust1307,mala1545,kala1389,,,,,,,,,,,,,,,,,,,,,agut1237
ural1272,perm1256,komi1267,,,,,,,,,,,,,,,,,,,,,komi1268
aust1307,mala1545,east2712,sout3229,cend1238,biak1249,biak1250,,,,,,,,,,,,,,,,,biak1248
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,east2753,cent2315,sout3239,port1295,,,,,,,,,,,,,port1285
tupi1275,mawe1252,awet1245,tupi1276,sout3271,tupi1287,omag1247,,,,,,,,,,,,,,,,,coca1259
aust1305,asli1243,sout2686,seme1246,,,,,,,,,,,,,,,,,,,,seme1247
aust1307,mala1545,west2945,,,,,,,,,,,,,,,,,,,,,mamb1306
tuca1253,east2698,west2789,sout3006,,,,,,,,,,,,,,,,,,,,bara1380
abkh1242,abkh1243,,,,,,,,,,,,,,,,,,,,,,abkh1244
aust1307,mala1545,nort3253,saba1285,nort3172,,,,,,,,,,,,,,,,,,,bong1289
gong1255,gong1256,sout2835,,,,,,,,,,,,,,,,,,,,,kafa1242
sino1245,bodi1256,bodi1257,oldm1245,tibe1276,late1253,sout3217,dzon1238,nucl1307,,,,,,,,,,,,,,,dzon1239
turk1311,comm1245,oghu1243,nucl1769,azer1255,,,,,,,,,,,,,,,,,,,nort2697
nucl1710,jeee1236,jeme1246,kain1270,,,,,,,,,,,,,,,,,,,,xokl1240
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,shau1239,biha1245,,,,,,,,,,,,,,,pali1273
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,apab1234,guja1255,raja1256,bagr1245,,,,,,,,,,,,,bagr1243
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,main1286,nort3325,extr1244,nyal1256,,,,,,,,,,,,,,nyal1254
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,dobu1240,,,,,,,,,,,,,,,dobu1241
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,arab1393,nort3402,,,,,,,,,,,,,,,,baha1259
nucl1709,mada1298,croi1234,grea1298,nort3379,kauk1240,,,,,,,,,,,,,,,,,,maia1253
taik1256,kada1291,east2365,,,,,,,,,,,,,,,,,,,,,qabi1235
pama1250,dese1234,ngum1251,ngum1256,jaru1256,,,,,,,,,,,,,,,,,,,ngar1288
maya1287,core1254,quic1274,grea1276,core1251,,,,,,,,,,,,,,,,,,,saca1238
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,,,,,,,,,,,,,,,,male1289
sino1245,hima1249,maha1306,kira1253,west2424,chau1260,,,,,,,,,,,,,,,,,,jeru1240
nakh1245,dagh1238,avar1255,andi1254,bagv1240,,,,,,,,,,,,,,,,,,,bagv1239
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,macr1276,coat1245,coat1242,,,,,,,,,,,,,,,coat1243
utoa1244,sout3136,tepi1240,tepe1281,sout2975,,,,,,,,,,,,,,,,,,,tepe1278
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,west2841,,,,,,,,,,,,,,zinz1238
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,indo1324,sind1278,lahn1241,,,,,,,,,,,,,,,west2386
aust1307,mala1545,nort3253,kaya1335,kaya1336,kaya1333,reja1244,,,,,,,,,,,,,,,,,reja1241
quec1387,quec1388,chin1494,quec1389,ayac1238,,,,,,,,,,,,,,,,,,,ayac1239
afro1255,chad1250,east2632,east2640,east2645,east2721,,,,,,,,,,,,,,,,,,lele1276
sino1245,burm1265,lolo1265,burm1266,nort2720,maru1254,leqi1234,,,,,,,,,,,,,,,,,lash1243
,,,,,,,,,,,,,,,,,,,,,,,wiru1244
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,nort3223,,,,,,,,,,,,,,,,malu1245
aust1307,mala1545,java1253,mode1251,,,,,,,,,,,,,,,,,,,,cari1276
japo1237,ryuk1243,ryuk1244,miya1259,cent2327,,,,,,,,,,,,,,,,,,,ogam1239
nilo1247,sout2830,kale1246,okie1247,,,,,,,,,,,,,,,,,,,,mosi1247
afro1255,berb1260,kaby1244,atla1275,nort3248,,,,,,,,,,,,,,,,,,,ghom1257
pama1250,grea1282,guwa1245,mari1445,sout2765,,,,,,,,,,,,,,,,,,,gung1248
mand1469,west2780,mand1431,cent2047,susu1249,,,,,,,,,,,,,,,,,,,susu1250
gunw1250,marn1242,,,,,,,,,,,,,,,,,,,,,,kunb1251
aust1307,east2493,cent2103,,,,,,,,,,,,,,,,,,,,,saki1247
afro1255,chad1250,bium1280,nort3156,bium1279,musg1256,,,,,,,,,,,,,,,,,,musg1254
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,loya1239,,,,,,,,,,,,,,,,,dehu1237
tung1282,east2366,cent2235,,,,,,,,,,,,,,,,,,,,,oroc1248
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,bali1280,,,,,,,,,,,,,,,,,mudu1242
aust1307,mala1545,cele1242,grea1299,east2488,sout2928,bung1268,east2489,east2490,,,,,,,,,,,,,,,mori1268
,,,,,,,,,,,,,,,,,,,,,,,bira1253
tupi1275,mawe1252,awet1245,tupi1276,sout3271,tupi1277,tupi1283,chir1295,,,,,,,,,,,,,,,,tapi1253
aust1305,nico1262,nucl1758,cent2305,,,,,,,,,,,,,,,,,,,,cent1990
pama1250,,,,,,,,,,,,,,,,,,,,,,,kala1377
,,,,,,,,,,,,,,,,,,,,,,,kuot1243
taik1256,kamt1241,kams1241,mula1252,kami1255,,,,,,,,,,,,,,,,,,,sout2741
drav1251,sout3133,sout3139,gond1265,sout3234,,,,,,,,,,,,,,,,,,,mari1414
,,,,,,,,,,,,,,,,,,,,,,,seri1257
,,,,,,,,,,,,,,,,,,,,,,,pele1245
araw1281,alto1250,bare1282,,,,,,,,,,,,,,,,,,,,,bare1276
mand1469,west2780,mand1431,cent2047,mand1432,mand1433,mand1434,nucl1445,mixi1243,,,,,,,,,,,,,,,kaka1265
indo1319,clas1257,indo1320,indo1321,midd1375,dard1244,hima1250,nucl1728,,,,,,,,,,,,,,,,kull1236
atla1278,volt1241,benu1247,bant1294,sout3152,bebo1243,east2730,nsar1239,noon1245,ncan1246,,,,,,,,,,,,,,ncan1245
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,huon1245,nort2858,,,,,,,,,,,,,,,,buga1250
sino1245,brah1260,bodo1279,boro1284,dima1253,,,,,,,,,,,,,,,,,,,dima1251
tupi1275,arik1263,,,,,,,,,,,,,,,,,,,,,,kari1311
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,east2714,,,,,,,,,,,,,,,,arom1237
pauw1244,east2530,,,,,,,,,,,,,,,,,,,,,,kark1258
yang1287,,,,,,,,,,,,,,,,,,,,,,,ward1246
aust1307,mala1545,cent2080,samb1319,maga1270,,,,,,,,,,,,,,,,,,,maga1263
hata1242,,,,,,,,,,,,,,,,,,,,,,,mans1260
utoa1244,nort2953,hopi1249,,,,,,,,,,,,,,,,,,,,,thir1234
atla1278,volt1241,nort3149,gura1261,cent2243,nort2777,bwam1248,otiv1239,nucl1743,gurm1247,gurm1248,yomn1239,,,,,,,,,,,,yomm1242
,,,,,,,,,,,,,,,,,,,,,,,pawa1255
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,sant1458,cent2063,,,,,,,,,,,,,koko1269
taik1256,kamt1241,kams1241,then1235,maon1239,,,,,,,,,,,,,,,,,,,suii1243
pama1250,,,,,,,,,,,,,,,,,,,,,,,dyir1250
kadu1256,,,,,,,,,,,,,,,,,,,,,,,keig1242
aust1307,mala1545,east2712,sout3229,raja1255,sout3231,cent2270,,,,,,,,,,,,,,,,,buli1255
,,,,,,,,,,,,,,,,,,,,,,,sume1241
aust1307,mala1545,bima1248,flor1239,,,,,,,,,,,,,,,,,,,,sika1262
aust1307,mala1545,nort3253,nort3171,bera1263,cent2094,cent2272,,,,,,,,,,,,,,,,,bela1260
nucl1709,bina1276,,,,,,,,,,,,,,,,,,,,,,guhu1244
quec1387,quec1388,chin1494,quec1389,colo1257,ecua1248,,,,,,,,,,,,,,,,,,chim1302
pama1250,dese1234,wati1241,mart1257,warn1245,,,,,,,,,,,,,,,,,,,wanm1242
otom1299,west2783,otop1241,otop1242,otom1297,otom1300,sout3245,tila1239,,,,,,,,,,,,,,,,sant1466
aust1307,mala1545,grea1284,cent2246,bisa1268,west2820,kuya1251,,,,,,,,,,,,,,,,,cuyo1237
aust1307,mala1545,sout2923,nort2894,,,,,,,,,,,,,,,,,,,,mand1442
,,,,,,,,,,,,,,,,,,,,,,,puin1248
nucl1709,fini1244,huon1246,east2705,tran1296,,,,,,,,,,,,,,,,,,,kova1243
kiwa1251,,,,,,,,,,,,,,,,,,,,,,,nort2930
chib1249,core1252,magd1236,nort3000,,,,,,,,,,,,,,,,,,,,chim1309
bosa1245,bosa1246,,,,,,,,,,,,,,,,,,,,,,aime1238
mand1469,west2780,mand1431,cent2047,mand1432,mand1433,mand1434,mand1435,west2499,kita1248,,,,,,,,,,,,,,kita1249
nucl1709,cent2120,hage1248,melp1239,,,,,,,,,,,,,,,,,,,,boun1245
east2499,,,,,,,,,,,,,,,,,,,,,,,foii1241
pama1250,macl1239,,,,,,,,,,,,,,,,,,,,,,dyan1250
indo1319,clas1257,indo1320,nuri1243,waig1246,,,,,,,,,,,,,,,,,,,waig1243
atla1278,volt1241,benu1247,bant1294,sout3152,wide1239,narr1282,ring1243,cent2385,cent2275,,,,,,,,,,,,,,baba1266
hmon1336,hmon1337,pahe1239,,,,,,,,,,,,,,,,,,,,,youn1235
sino1245,sini1245,clas1255,midd1354,nort3155,mand1471,,,,,,,,,,,,,,,,,,mand1415
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,east2449,east2896,sout3383,,,,,,,,,,penr1237
sino1245,burm1265,lolo1265,burm1266,sout3159,acha1252,,,,,,,,,,,,,,,,,,acha1249
iroq1247,nort2947,,,,,,,,,,,,,,,,,,,,,,cayu1261
namb1299,,,,,,,,,,,,,,,,,,,,,,,saba1268
aust1307,mala1545,nunu1252,thre1238,amal1243,nort3221,ulat1237,,,,,,,,,,,,,,,,,alun1238
atla1278,volt1241,nort3149,senu1239,kara1479,,,,,,,,,,,,,,,,,,,west2466
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,cent2299,,,,,,,,,,,,onto1237
maoo1243,west2445,hozo1235,,,,,,,,,,,,,,,,,,,,,seze1235
tupi1275,mawe1252,awet1245,tupi1276,tupi1281,waya1271,,,,,,,,,,,,,,,,,,waya1270
aust1307,mala1545,nort3238,caga1241,iban1268,,,,,,,,,,,,,,,,,,,mala1534
aust1307,mala1545,nort3253,saba1285,sout3154,grea1293,dusu1277,rung1260,dump1244,,,,,,,,,,,,,,,labu1249
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,nort3388,keri1253,,,,,,,,,,,,,,,,keri1250
nucl1710,jeee1236,jese1235,core1264,timb1253,sout3244,,,,,,,,,,,,,,,,,,cane1242
sino1245,sini1245,,,,,,,,,,,,,,,,,,,,,,oldc1244
sino1245,burm1265,lolo1265,lolo1267,laho1234,,,,,,,,,,,,,,,,,,,lahu1252
araw1282,madi1262,,,,,,,,,,,,,,,,,,,,,,jama1261
haid1248,,,,,,,,,,,,,,,,,,,,,,,sout2956
sino1245,brah1260,kony1246,kony1247,,,,,,,,,,,,,,,,,,,,phom1236
drav1251,sout3133,sout3138,tami1291,bada1263,kann1259,kann1255,,,,,,,,,,,,,,,,,nucl1305
otom1299,east2557,amuz1253,mixt1422,triq1251,,,,,,,,,,,,,,,,,,,copa1237
atla1278,volt1241,benu1247,,,,,,,,,,,,,,,,,,,,,ukaa1243
cent2225,moru1252,sout2827,,,,,,,,,,,,,,,,,,,,,madi1260
sino1245,hima1249,maha1306,kira1253,east2719,grea1285,,,,,,,,,,,,,,,,,,chhi1245
taik1256,kamt1241,daic1238,daic1237,nort3326,nort3180,nort3189,,,,,,,,,,,,,,,,,bouy1240
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,peri1262,nort3261,,,,,,,,,,,,,,mara1399
nakh1245,dagh1238,darg1242,sout3260,sout3261,sanz1247,,,,,,,,,,,,,,,,,,icar1234
drav1251,sout3133,sout3139,telu1265,,,,,,,,,,,,,,,,,,,,telu1262
aust1307,mala1545,bata1315,yami1257,,,,,,,,,,,,,,,,,,,,ivat1242
atla1278,volt1241,kwav1236,gbee1241,,,,,,,,,,,,,,,,,,,,ajab1235
nilo1247,east2418,teso1247,lotu1248,onga1238,nucl1431,,,,,,,,,,,,,,,,,,masa1300
araw1281,sout3131,puru1269,puru1265,,,,,,,,,,,,,,,,,,,,apur1254
mand1469,west2780,mand1431,cent2047,mand1432,mand1433,mand1434,mand1435,east2425,mani1303,,,,,,,,,,,,,,woro1256
cari1283,paru1239,waiw1245,,,,,,,,,,,,,,,,,,,,,hixk1239
,,,,,,,,,,,,,,,,,,,,,,,chit1248
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,midl1245,apab1234,guja1255,raja1256,west2831,,,,,,,,,,,,,lamb1269
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,sout3387,nucl1826,dims1234,ngun1280,ngun1276,nucl1827,ngun1267,,,,,,,,,,zulu1248
pama1250,,,,,,,,,,,,,,,,,,,,,,,warr1255
cari1283,vene1261,pemo1246,pemo1247,,,,,,,,,,,,,,,,,,,,macu1259
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,sout3387,nucl1826,dims1234,soth1248,west2997,cent2406,,,,,,,,,,,tswa1253
atla1278,volt1241,benu1247,bant1294,sout3152,yemn1234,,,,,,,,,,,,,,,,,,abar1238
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,truk1243,nucl1749,cent2290,east2764,mort1238,,,,,,,,,,,mort1237
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,neha1246,nucl1750,buka1262,sapo1252,,,,,,,,,,,sapo1253
ural1272,finn1317,coas1319,neva1234,nort3282,lado1234,kare1335,,,,,,,,,,,,,,,,,nort2673
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,sout2874,araw1269,bebe1254,,,,,,,,,,,,,mang1403
aust1307,mala1545,mina1272,nort2886,nort2887,,,,,,,,,,,,,,,,,,,tons1240
sino1245,kuki1245,kuki1246,oldk1252,kolh1241,,,,,,,,,,,,,,,,,,,koir1240
aust1305,katu1271,west1492,brou1236,west2870,,,,,,,,,,,,,,,,,,,west2397
bord1247,wari1265,,,,,,,,,,,,,,,,,,,,,,aman1265
indo1319,clas1257,balt1263,,,,,,,,,,,,,,,,,,,,,prus1238
afro1255,chad1250,bium1280,nort3156,koto1267,koto1265,koto1269,,,,,,,,,,,,,,,,,mpad1242
aust1307,mala1545,bima1248,flor1239,lama1294,levu1240,,,,,,,,,,,,,,,,,,sout2896
afro1255,chad1250,bium1280,nort3156,marg1267,mand1472,wand1280,wand1281,,,,,,,,,,,,,,,,malg1251
,,,,,,,,,,,,,,,,,,,,,,,karo1304
nakh1245,dagh1238,lezg1248,nucl1321,east2790,udia1235,,,,,,,,,,,,,,,,,,udii1243
maya1287,huas1241,,,,,,,,,,,,,,,,,,,,,,huas1242
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,,,,,,,,,,,,,,,,,,poly1242
afro1255,cush1243,sout3054,west2720,nort3164,iraq1240,,,,,,,,,,,,,,,,,,iraq1241
boro1281,boro1285,,,,,,,,,,,,,,,,,,,,,,boro1282
pama1250,sout3134,pilb1234,ngay1241,cent2248,,,,,,,,,,,,,,,,,,,mart1255
sino1245,sini1245,clas1255,midd1354,,,,,,,,,,,,,,,,,,,,xian1251
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,main1286,nort3325,extr1244,nyal1256,,,,,,,,,,,,,,bala1316
gong1255,omet1238,,,,,,,,,,,,,,,,,,,,,,char1269
aust1307,mala1545,bima1248,flor1239,,,,,,,,,,,,,,,,,,,,keda1252
pama1250,aran1266,aran1267,sout3384,aran1263,cent2403,,,,,,,,,,,,,,,,,,east2379
afro1255,berb1260,,,,,,,,,,,,,,,,,,,,,,awji1241
pano1259,pano1256,main1279,cash1251,,,,,,,,,,,,,,,,,,,,caca1249
pama1250,sout3135,vict1234,kuli1256,kuli1251,nucl1335,,,,,,,,,,,,,,,,,,woiw1237
araw1281,negr1239,mapi1253,wapi1252,wapi1254,,,,,,,,,,,,,,,,,,,wapi1253
ural1272,saam1281,east2324,main1280,,,,,,,,,,,,,,,,,,,,skol1241
sino1245,mrui1235,,,,,,,,,,,,,,,,,,,,,,mruu1242
utoa1244,sout3136,tara1326,tara1321,lowl1265,,,,,,,,,,,,,,,,,,,guaz1234
cent2225,moru1252,cent2043,,,,,,,,,,,,,,,,,,,,,avok1242
atla1278,volt1241,benu1247,juku1257,cent2241,juku1258,,,,,,,,,,,,,,,,,,tigo1236
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,indo1323,oriy1254,gaud1237,kamt1240,kamt1242,west2382,,,,,,,,,,,,rajb1243
afro1255,chad1250,west2785,west2790,west2710,ngiz1243,,,,,,,,,,,,,,,,,,ngiz1242
worr1236,,,,,,,,,,,,,,,,,,,,,,,ngar1284
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1252,ngir1253,,,,,,,,,,,,zamb1245
aust1307,mala1545,nunu1252,piru1243,east2752,sole1243,,,,,,,,,,,,,,,,,,paul1238
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,,,,,,,,,,,,,,,,,mars1254
aust1307,mala1545,east2712,ocea1241,sout2853,guad1241,nucl1470,ngge1240,,,,,,,,,,,,,,,,gela1263
saha1239,saha1240,nort1527,,,,,,,,,,,,,,,,,,,,,yaki1237
pama1250,dese1234,ngum1251,ngar1289,,,,,,,,,,,,,,,,,,,,warl1255
afro1255,semi1276,west2786,cent2236,nort3165,cana1267,ugar1239,,,,,,,,,,,,,,,,,ugar1238
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,core1259,nort2987,cajo1239,,,,,,,,,,,,,,,yatz1235
sino1245,bodi1256,tibe1275,east2777,cent2311,,,,,,,,,,,,,,,,,,,rong1264
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,pona1248,,,,,,,,,,,,,,,ping1243
,,,,,,,,,,,,,,,,,,,,,,,yale1246
aust1307,mala1545,moke1241,,,,,,,,,,,,,,,,,,,,,mokl1243
sino1245,burm1265,naqi1236,qian1263,rgya1241,west2973,horp1240,horp1239,gesh1238,,,,,,,,,,,,,,,east2851
sino1245,burm1265,naqi1236,ersu1242,,,,,,,,,,,,,,,,,,,,ersu1241
,,,,,,,,,,,,,,,,,,,,,,,pume1238
chib1249,core1252,isth1243,east2569,guay1266,,,,,,,,,,,,,,,,,,,ngab1239
mand1469,west2780,mand1431,cent2047,mand1432,jogo1241,jeri1241,,,,,,,,,,,,,,,,,jalk1242
tupi1275,mawe1252,awet1245,tupi1276,tupi1281,guaj1258,,,,,,,,,,,,,,,,,,urub1250
atla1278,volt1241,benu1247,delt1251,uppe1418,kion1241,,,,,,,,,,,,,,,,,,koro1304
choc1280,embe1258,sanj1278,,,,,,,,,,,,,,,,,,,,,epen1239
song1307,east2431,zarm1240,,,,,,,,,,,,,,,,,,,,,zarm1239
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,tami1294,irul1245,mudu1245,,,,,,,,,,,,,,,mudu1239
aust1307,mala1545,mala1536,nort3170,cham1327,cham1330,high1280,chru1238,chru1240,,,,,,,,,,,,,,,chru1239
araw1281,sout3131,boli1260,moxo1235,moxo1234,,,,,,,,,,,,,,,,,,,igna1246
afro1255,chad1250,bium1280,nort3156,marg1267,bura1296,bium1270,kilb1234,,,,,,,,,,,,,,,,huba1236
aust1307,mala1545,nort3238,meso1254,sout3211,cent2296,nucl1754,bont1246,bont1247,,,,,,,,,,,,,,,cent2292
atla1278,volt1241,kwav1236,gada1257,,,,,,,,,,,,,,,,,,,,adan1247
sino1245,macr1268,tani1259,prew1234,damu1237,,,,,,,,,,,,,,,,,,,tang1377
aust1307,mala1545,grea1284,pala1354,sout3165,molb1238,nucl1738,broo1240,,,,,,,,,,,,,,,,broo1239
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,dobu1240,buna1279,,,,,,,,,,,,,,buna1276
yuka1259,,,,,,,,,,,,,,,,,,,,,,,nort2745
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,piva1237,,,,,,,,,,,,,,bann1247
iwai1246,cent2228,,,,,,,,,,,,,,,,,,,,,,iwai1244
afro1255,berb1260,grea1296,siwi1238,,,,,,,,,,,,,,,,,,,,siwi1239
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,east2753,,,,,,,,,,,,,,,,urip1239
pama1250,grea1282,guwa1245,mari1445,nort2757,waru1263,,,,,,,,,,,,,,,,,,gugu1253
pama1250,karn1253,palk1239,pitt1246,,,,,,,,,,,,,,,,,,,,pitt1247
pama1250,sout3135,vict1234,lowe1401,yara1253,,,,,,,,,,,,,,,,,,,narr1259
nakh1245,nakh1246,,,,,,,,,,,,,,,,,,,,,,bats1242
indo1319,clas1257,indo1320,indo1321,pash1270,east2322,,,,,,,,,,,,,,,,,,sout2672
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,belr1234,bell1262,astr1247,,,,,,,,,,,,,awad1244
wint1258,,,,,,,,,,,,,,,,,,,,,,,wint1259
gunw1250,marn1242,cent2231,,,,,,,,,,,,,,,,,,,,,ngal1292
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,huon1245,sout2878,buan1245,mapo1247,,,,,,,,,,,,,,mapo1242
pama1250,sout3135,vict1234,lowe1401,yara1253,,,,,,,,,,,,,,,,,,,narr1259
aust1307,mala1545,mala1536,nort3170,mala1538,,,,,,,,,,,,,,,,,,,oldm1243
atla1278,volt1241,nort3149,came1255,samb1322,samb1323,sout3238,leko1246,samb1324,,,,,,,,,,,,,,,samb1305
,,,,,,,,,,,,,,,,,,,,,,,movi1243
aust1307,mala1545,cele1242,grea1299,east2488,salu1251,east2491,,,,,,,,,,,,,,,,,bala1315
sino1245,burm1265,naqi1236,naic1235,nais1236,,,,,,,,,,,,,,,,,,,yong1270
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,cent2316,,,,,,,,,,,,,,,vinm1237
nakh1245,dagh1238,lezg1248,nucl1321,west2428,,,,,,,,,,,,,,,,,,,rutu1240
nucl1709,mekk1240,west2585,,,,,,,,,,,,,,,,,,,,,nalc1240
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,neha1246,nucl1750,,,,,,,,,,,,,papa1265
worr1236,ngar1284,,,,,,,,,,,,,,,,,,,,,,woly1239
utoa1244,nort2953,cali1246,cupa1239,cahu1263,,,,,,,,,,,,,,,,,,,cupe1243
ural1272,finn1317,coas1319,neva1234,nort3282,lado1234,east2796,,,,,,,,,,,,,,,,,ludi1246
utoa1244,sout3136,cahi1243,,,,,,,,,,,,,,,,,,,,,mayo1264
ural1272,khan1279,nort3264,,,,,,,,,,,,,,,,,,,,,obdo1234
atla1278,volt1241,nort3149,senu1239,nort3254,supy1238,,,,,,,,,,,,,,,,,,supy1237
east1459,,,,,,,,,,,,,,,,,,,,,,,mani1235
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,inne1246,kele1261,kele1263,kele1265,,,,,,,,,,,,kele1255
sino1245,brah1260,bodo1279,koch1249,,,,,,,,,,,,,,,,,,,,aton1241
indo1319,clas1257,grae1234,,,,,,,,,,,,,,,,,,,,,phry1239
